"","code","name","management","admin.female.total","admin.total","fulltime.female.total","fulltime.total","part.female.total","part.total","admin.female.ratio","fulltime.female.ratio","part.female.ratio"
"3232",7587,"S R T M University, Sub Centre, Latur","University",0,1,0,14,4,13,0,0,0.307692307692308
"3236",7592,"S.G.G.S. Inst. of Engineering & Technology, Vishnupuri, Nanded","State Government",0,1,14,77,30,98,0,0.181818181818182,0.306122448979592
"3247",7605,"Shivaji Mahavidyalaya, Udgir","Private Aided",0,1,1,32,25,43,0,0.03125,0.581395348837209
"3251",7611,"Lal Bahadur Shastri Mahavidyalaya, Dharmabad","Private Aided",0,1,3,30,0,1,0,0.1,0
"3265",7625,"Adarsha Edu. Society's Arts Commerce & Science College, Hingoli","Private Aided",0,1,2,29,5,14,0,0.0689655172413793,0.357142857142857
"3296",7976,"SREE KRISHNA COLLEGE, GURUVAYUR","Private Aided",0,1,33,49,21,22,0,0.673469387755102,0.954545454545455
"3304",7983,"SARBTM GOVT. COLLEGE, KOYILANDY","State Government",1,1,8,23,3,5,1,0.347826086956522,0.6
"3312",7988,"ST. ALOYSIUS COLLEGE, ELTHURUTHU","Private Aided",0,1,11,39,40,48,0,0.282051282051282,0.833333333333333
"3313",7989,"COLLEGE OF NURSING, MOULANA HOSPITAL, PERINTHALMANNA","Private Un-Aided",1,1,12,12,10,12,1,1,0.833333333333333
"3315",7991,"GOVT. LAW COLLEGE","State Government",0,1,8,16,2,4,0,0.5,0.5
"3317",7994,"CARMEL COLLEGE, MALA","Private Aided",1,1,23,24,58,58,1,0.958333333333333,1
"3326",8001,"CRESCENT COLLEGE OF NURSING, ALATHUR","Private Un-Aided",1,1,7,7,9,9,1,1,1
"3335",8008,"VIMALA COLLEGE, THRISSUR","Private Aided",1,1,81,81,47,47,1,1,1
"3338",8010,"ST. JOSEPH'S COLLEGE, DEVAGIRI","Private Aided",0,1,17,67,37,49,0,0.253731343283582,0.755102040816326
"3341",8012,"MALABAR COLLEGE OF ARTS & SCIENCE, MOODADI","University",0,1,10,14,6,6,0,0.714285714285714,1
"3344",8015,"MERCY COLLEGE, PALAKKAD","Private Aided",1,1,54,54,25,25,1,1,1
"3345",8016,"ANWARUL ISLAM ARABIC COLLEGE, KUNIYIL, AREACODE","Private Aided",1,1,2,8,0,5,1,0.25,0
"3347",8017,"LITTLE FLOWER COLLEGE, GURUVAYUR","Private Aided",1,1,43,44,46,47,1,0.977272727272727,0.978723404255319
"3349",8019,"ROUZATHUL ULOOM ARABIC COLLEGE, FAROOK COLLEGE","Private Aided",0,1,1,12,2,5,0,0.0833333333333333,0.4
"3350",8020,"SACRED HEART COLLEGE, CHALAKKUDY","Private Aided",1,1,21,24,25,30,1,0.875,0.833333333333333
"3352",8023,"FAROOK COLLEGE, KOZHIKKODE","Private Aided",0,1,0,5,0,1,0,0,0
"3354",8024,"S.N. COLLEGE, NATTIKA","Private Aided",1,1,45,57,12,14,1,0.789473684210526,0.857142857142857
"3356",8025,"SUNNIYA ARABIC COLLEGE, MUKKAM","Private Aided",0,1,0,8,1,5,0,0,0.2
"3357",8026,"MARKAZ ARTS & SCIENCE COLLEGE, PERINGALAM","Private Un-Aided",0,1,9,23,2,4,0,0.391304347826087,0.5
"3361",8030,"GOVT. COLLEGE, MOKERI","State Government",0,1,5,18,8,14,0,0.277777777777778,0.571428571428571
"3362",8030,"GOVT. COLLEGE, MOKERI","State Government",0,1,0,3,1,2,0,0,0.5
"3368",8037,"MES KEVEEYAM COLLEGE, VALANCHERI","Private Aided",0,1,22,32,18,24,0,0.6875,0.75
"3370",8039,"ASWINI COLLEGE OF NURSING, NADATHARA","Private Un-Aided",0,1,15,17,7,7,0,0.882352941176471,1
"3371",8040,"AMAL COLLEGE OF ADVANCED STUDIES, MYLADI","Private Aided",0,1,6,22,7,14,0,0.272727272727273,0.5
"3372",8041,"Dr. GAFOOR MEMORIAL MES MAMPAD COLLEGE, MAMPAD","Private Aided",0,1,22,71,7,15,0,0.309859154929577,0.466666666666667
"3374",8045,"PRJYOTHI NIKETHAN COLLEGE, PUTHUKKAD","Private Aided",0,1,17,26,4,6,0,0.653846153846154,0.666666666666667
"3379",8050,"AMALA COLLEGE OF NURSING, THRISSUR","Private Un-Aided",0,1,15,16,5,5,0,0.9375,1
"3387",8058,"AL SHIFA COLLEGE OF NURSING, PERINTHALMANNA","Private Un-Aided",1,1,17,21,13,20,1,0.80952380952381,0.65
"3399",8067,"ANWARUL ISLAM ARABIC COLLEGE, THIRURKAD","Private Un-Aided",0,1,1,6,0,2,0,0.166666666666667,0
"3424",8084,"KARUNA COLLEGE OF NURSING, VILAYODI, CHITTUR","Private Un-Aided",1,1,10,13,10,12,1,0.769230769230769,0.833333333333333
"3429",8087,"PSMO COLLEGE, THIRURANGADI","Private Aided",0,1,23,68,9,11,0,0.338235294117647,0.818181818181818
"3434",8091,"YUVAKSHETHRA INSTITUTE OF MANAGEMENT STUDIES, EZHAKKAD, MUNDUR","Private Un-Aided",0,2,13,32,1,2,0,0.40625,0.5
"3438",8093,"SULLAMUSSALAM  SCIENCE COLLEGE, AREAKKODE","Private Aided",0,1,10,26,17,40,0,0.384615384615385,0.425
"3442",8096,"COLLEGE OF APPLIED SCIENCES, CHELAKKARA","State Government",1,1,1,2,19,22,1,0.5,0.863636363636364
"3448",8099,"Model College, IHRD, Meenangadi","State Government",0,1,11,14,3,3,0,0.785714285714286,1
"3450",8101,"TIM COLLEGE OF TEACHER EDUCATION, NADAPURAM","Private Un-Aided",0,1,6,10,1,2,0,0.6,0.5
"3460",8106,"ST. JOSEPH'S COLLEGE,  IRINJALAKKUDA","Private Aided",1,1,46,52,67,73,1,0.884615384615385,0.917808219178082
"3471",8114,"GOVT. ARTS & SCIENCE COLLEGE, KOZHINJAMPARA","State Government",1,1,9,15,5,7,1,0.6,0.714285714285714
"3472",8115,"Pazhassiraja College, Pulpally","Private Aided",0,1,26,50,1,1,0,0.52,1
"3473",8117,"RSM SNDP YOGAM ARTS & SCIENCE COLLEGE, KOYILANDY","Private Aided",0,1,10,20,8,9,0,0.5,0.888888888888889
"3474",8118,"SREE VIVEKANANDA COLLEGE, KUNNAMKULAM, KIZHOOR","Private Aided",0,1,8,12,9,10,0,0.666666666666667,0.9
"3479",8123,"INSTITUTE OF MANAGEMENT AND TECHNOLOGY, POTTORE","Private Un-Aided",0,1,7,13,1,2,0,0.538461538461538,0.5
"3483",8127,"MES KALLADI COLLEGE, MANNARKKAD","Private Aided",0,1,33,66,5,10,0,0.5,0.5
"3487",8130,"THUNCHAN MEMORIAL GOVT. COLLEGE, TIRUR","State Government",1,1,9,36,5,8,1,0.25,0.625
"3488",8131,"MAR THOMA COLLEGE, CHUNGATHARA","Private Aided",0,1,10,19,14,23,0,0.526315789473684,0.608695652173913
"3497",8140,"SREE NARAYANA GURU COLLEGE, CHELANNUR","Private Aided",0,1,24,35,9,10,0,0.685714285714286,0.9
"3503",8147,"HIKAMIYYA ARTS & SCIENCE COLLEGE, POONTHOTTAM","Private Un-Aided",0,1,4,5,2,5,0,0.8,0.4
"3505",8149,"SULLAMUSSALAM ARABIC COLLEGE, AREACODE","Private Aided",0,1,2,11,0,4,0,0.181818181818182,0
"3509",8152,"ST. JAMES COLLEGE OF NURSING, THRISSUR","Private Un-Aided",1,1,16,16,12,13,1,1,0.923076923076923
"3511",8155,"GOVT. COLLEGE, MALAPPURAM","State Government",1,1,21,53,3,4,1,0.39622641509434,0.75
"3515",8160,"Sri. C. ACHUTHA MENON GOVT. COLLEGE, KUTTANELLUR","State Government",0,1,21,40,7,15,0,0.525,0.466666666666667
"3519",8164,"EZHUTHACHAN TRAINING COLLEGE, MANNAPRA","Private Un-Aided",4,6,7,8,2,2,0.666666666666667,0.875,1
"3522",8166,"MES PONNANI COLLEGE, PONNANI","Private Aided",0,1,24,51,7,10,0,0.470588235294118,0.7
"3524",8169,"ST. THOMAS COLLEGE, THRISSUR","Private Aided",0,1,45,135,13,23,0,0.333333333333333,0.565217391304348
"3529",8173,"S.N. COLLEGE ALATHUR","Private Aided",0,1,19,28,17,19,0,0.678571428571429,0.894736842105263
"3530",8174,"ICNAS, PALLIPOYIL","Private Un-Aided",0,2,0,2,0,2,0,0,0
"3535",8179,"FAROOK TRAINING COLLEGE","Private Aided",0,1,8,21,2,2,0,0.380952380952381,1
"3539",8181,"MALABAR CHRISTIAN COLLEGE, KOZHIKKODE","Private Aided",1,1,25,52,22,34,1,0.480769230769231,0.647058823529412
"3542",8184,"GOVT. ARTS & SCIENCE COLLEGE, MEENCHANDA","State Government",0,1,37,87,10,15,0,0.425287356321839,0.666666666666667
"3545",8186,"ST. ALPHONSA COLLEGE FOR HOTEL MANAGEMENT, WEST HILL","Private Un-Aided",0,2,4,9,0,1,0,0.444444444444444,0
"3549",8189,"COLLEGE OF APPLIED SCIENCES, IHRD, VATTAMKULAM","State Government",0,1,8,12,4,5,0,0.666666666666667,0.8
"3551",8191,"EMEA ARTS & SCIENCE COLLEGE, KONDOTTY","Private Aided",0,1,8,33,24,41,0,0.242424242424242,0.585365853658537
"3556",8194,"KMCT COLLEGE OF NURSING, MAMPATTA, KOZHIKKODE","Private Un-Aided",1,1,13,15,11,11,1,0.866666666666667,1
"3558",8195,"MIMS COLLEGE OF NURSING, VAZHAYUR","Private Un-Aided",1,1,14,18,8,8,1,0.777777777777778,1
"3564",8200,"BSS B. Ed. TRAINING COLLEGE, ALTHUR","Private Un-Aided",1,1,5,6,1,1,1,0.833333333333333,1
"3567",8202,"NIRMALA COLLEGE OF NURSING, KOZHIKKODE","Private Un-Aided",1,1,13,13,4,4,1,1,1
"3570",8207,"NSS COLLEGE, MANJERI","Private Aided",0,1,29,45,6,7,0,0.644444444444444,0.857142857142857
"3578",8213,"CHRIST COLLEGE, IRINJALAKKUDA","Private Aided",0,1,18,69,60,89,0,0.260869565217391,0.674157303370786
"3579",8214,"ST. MARY'S  COLLEGE, THRISSUR","Private Aided",1,1,36,37,59,61,1,0.972972972972973,0.967213114754098
"3580",8215,"MES ASMABI COLLEGE, KODUNGALLUR","Private Aided",0,1,23,41,18,26,0,0.560975609756098,0.692307692307692
"3583",8217,"COLLEGE OF APPLIED SCIENCES, IHRD, VAZHAKKAD","State Government",1,1,0,1,15,20,1,0,0.75
"3588",8222,"MOTHER THERESA COLLEGE OF TEACHER EDUCATION,","Private Un-Aided",0,1,4,7,0,1,0,0.571428571428571,0
"3593",8226,"DARUNNAJATH ARABIC COLLEGE, KARUVARAKUNDU","Private Aided",0,1,1,8,1,6,0,0.125,0.166666666666667
"3595",8227,"St. Mary's College, Sulthans Bathery","Private Aided",0,1,23,52,1,2,0,0.442307692307692,0.5
"3597",8228,"NSS TRINING COLLEGE, OTTAPPALAM","Private Aided",1,1,16,22,2,2,1,0.727272727272727,1
"3599",8231,"AWH SPECIAL COLLEGE, KALLAI","Private Un-Aided",0,1,43,51,4,4,0,0.843137254901961,1
"3609",8238,"NATIONAL HOSPITAL COLLEGE OF NURSING, KOZHIKKODE","Private Un-Aided",0,1,12,16,10,17,0,0.75,0.588235294117647
"3610",8239,"MAMO COLLEGE MANASSERY, MUKKAM","Private Aided",0,1,13,28,20,43,0,0.464285714285714,0.465116279069767
"3612",8240,"JDT ISLAM ARTS & SCIENCE COLLEGE, VELLIMADUKUNNU","Private Un-Aided",1,1,36,50,0,1,1,0.72,0
"3614",8241,"NEHRU COLLEGE OF ENGINEERING AND RESEARCH CENTRE, PAMBADY","Private Un-Aided",1,1,1,1,4,4,1,1,1
"3627",8249,"FAROOK B. Ed. COLLEGE, CHANGUVETTY","Private Un-Aided",0,1,3,7,0,1,0,0.428571428571429,0
"3628",8250,"KMCT MEDICAL COLLEGE, MUKKAM","Private Un-Aided",1,1,65,178,12,27,1,0.365168539325843,0.444444444444444
"3629",8251,"S.N. COLLEGE OF TEACHER EDUCATION, KOTTAPPURAM","Private Un-Aided",0,1,5,6,0,1,0,0.833333333333333,0
"3631",8252,"ANSAR ARABIC COLLEGE, VALAVANNUR","Private Aided",0,1,0,17,0,4,0,0,0
"3635",8255,"MPM MSN TRUST COLLEGE, SHORNUR","Private Aided",1,1,16,22,18,21,1,0.727272727272727,0.857142857142857
"3642",8260,"COLLEGE OF APPLIED SCIENCES,IHRD, KALLACHI","State Government",0,1,1,3,11,18,0,0.333333333333333,0.611111111111111
"3644",8262,"MES COLLEGE OF NURSING, PERINTHALMANNA","Private Un-Aided",1,1,12,14,13,13,1,0.857142857142857,1
"3651",8268,"KMCT DENTAL COLLEGE, MAMPATTA, KOZHIKKODE","Private Un-Aided",1,2,13,45,14,14,0.5,0.288888888888889,1
"3652",8269,"PVS COLLEGE OF NURSING, KOZHIKKODE","Private Un-Aided",1,1,14,14,8,8,1,1,1
"3660",8275,"SREE NEELAKANDA GOVT. SANSKRIT COLLEGE, PATTAMBI","State Government",1,1,36,72,8,14,1,0.5,0.571428571428571
"3662",8277,"GOVT. ENGG COLLEGE, THRISSUR","State Government",1,1,80,192,15,22,1,0.416666666666667,0.681818181818182
"3664",8279,"WEST FORT COLLEGE OF NURSING, THRISSUR","Private Un-Aided",2,2,19,23,5,5,1,0.826086956521739,1
"3665",8281,"MOTHER COLLEGE OF NURSING, THRISSUR","Private Un-Aided",1,1,13,16,5,5,1,0.8125,1
"3667",8282,"GOVT.  COLLEGE, CHITTUR","State Government",0,1,41,93,4,9,0,0.440860215053763,0.444444444444444
"3670",8287,"Govt. Zirtiri Residential Science College","State Government",0,1,27,41,9,21,0,0.658536585365854,0.428571428571429
"3673",8289,"Govt. J. Thankima College","State Government",0,1,16,27,1,2,0,0.592592592592593,0.5
"3674",8290,"Govt. Lunglei College","State Government",1,1,17,43,4,18,1,0.395348837209302,0.222222222222222
"3675",8291,"Govt. Lawngtlai College","State Government",0,1,8,27,4,9,0,0.296296296296296,0.444444444444444
"3676",8292,"Govt. Zawlnuam College","State Government",0,1,2,14,1,3,0,0.142857142857143,0.333333333333333
"3677",8293,"Govt. Johnson College","State Government",0,1,11,26,2,3,0,0.423076923076923,0.666666666666667
"3678",8294,"Govt. J. Buana College","State Government",0,1,10,23,5,10,0,0.434782608695652,0.5
"3679",8295,"Govt. Champhai College","State Government",0,1,12,29,8,16,0,0.413793103448276,0.5
"3681",8296,"Mizoram Nursing College","State Government",1,1,5,5,17,19,1,1,0.894736842105263
"3682",8297,"Govt. Saitual College","State Government",0,1,8,22,4,6,0,0.363636363636364,0.666666666666667
"3683",8298,"Regional Institute of Paramedical and Nursing Sciences","Central Government",1,2,16,22,50,81,0.5,0.727272727272727,0.617283950617284
"3685",8300,"Govt. Mamit College","State Government",0,1,4,17,4,7,0,0.235294117647059,0.571428571428571
"3686",8301,"National Institute of Electronics and Information Technology (NIELIT)","Central Government",0,1,0,11,2,12,0,0,0.166666666666667
"3690",8303,"Govt. T. Romana College","State Government",0,1,20,34,3,5,0,0.588235294117647,0.6
"3691",8304,"Govt. Khawzawl College","State Government",0,1,7,14,3,8,0,0.5,0.375
"3692",8305,"Govt. Saiha College","State Government",0,1,3,16,3,8,0,0.1875,0.375
"3693",8306,"Govt. Hrangbana College","State Government",0,1,28,51,10,17,0,0.549019607843137,0.588235294117647
"3694",8307,"Govt. Kolasib College","State Government",0,1,13,36,9,19,0,0.361111111111111,0.473684210526316
"3695",8308,"Pachhunga University College","Central Government",0,1,39,102,2,3,0,0.382352941176471,0.666666666666667
"3696",8309,"Govt. Hnahthial College","State Government",0,1,7,12,8,14,0,0.583333333333333,0.571428571428571
"3698",8310,"Mizoram Law College","State Government",0,1,6,7,4,5,0,0.857142857142857,0.8
"3699",8311,"Govt. Serchhip College","State Government",0,1,9,30,6,19,0,0.3,0.315789473684211
"3701",8312,"Govt. Aizawl College","State Government",0,1,30,41,5,12,0,0.731707317073171,0.416666666666667
"3705",8341,"BIT Extension Center, Kolkata","Central Government",0,1,9,24,2,12,0,0.375,0.166666666666667
"3706",8342,"BIT Extension Center, Noida","University",0,1,21,34,0,4,0,0.617647058823529,0
"3707",8344,"BIT Extension Center Deoghar","University",0,1,0,35,0,10,0,0,0
"3717",8354,"Moran College P.O. Moran-785670","State Government",1,1,27,43,18,24,1,0.627906976744186,0.75
"3718",8355,"Moridhol College P.O. Moridhol-787057","State Government",0,1,26,59,3,7,0,0.440677966101695,0.428571428571429
"3723",8358,"Sankardev Mahavidiyalaya P.O.Pathalipahar-784163","State Government",0,1,1,19,1,2,0,0.0526315789473684,0.5
"3736",8368,"Lakhimpur Kendriya Mahavidiyalaya. Lakhimpur--787001","State Government",0,1,12,28,6,9,0,0.428571428571429,0.666666666666667
"3738",8369,"Dhemaji College P.O. Dhemaji-787057","State Government",0,1,12,45,6,14,0,0.266666666666667,0.428571428571429
"3742",8373,"Joya Gogoi College P.O. Khumtai","State Government",1,1,9,22,3,12,1,0.409090909090909,0.25
"3744",8375,"Bihpuria College P.O. Bihpuria-784164","University",0,1,11,38,1,3,0,0.289473684210526,0.333333333333333
"3748",8377,"Sibsagar College P.O. Sibsagar-785665","State Government",0,1,28,67,4,13,0,0.417910447761194,0.307692307692308
"3749",8378,"Bahona College P.O. Bahona","State Government",0,1,19,45,5,9,0,0.422222222222222,0.555555555555556
"3751",8380,"Sibsagar Girls College P.O.Sibsagar-785640","State Government",1,1,24,42,2,5,1,0.571428571428571,0.4
"3752",8381,"Golaghat Law College P.O. Golaghat-785621","Local Body",1,1,3,4,1,2,1,0.75,0.5
"3758",8387,"Jenraimukh College P.O. Jengraimukh-785105","Local Body",1,1,4,18,1,1,1,0.222222222222222,1
"3761",8388,"D.R. College P.O. Golaghat-785621","State Government",0,1,16,56,6,7,0,0.285714285714286,0.857142857142857
"3762",8389,"H.C.D.C. College P.O. Nitaipkhuri-785671","State Government",0,1,8,18,2,3,0,0.444444444444444,0.666666666666667
"3765",8393,"Tengakhat College P.O. Tenghat-786103","State Government",0,2,6,16,0,1,0,0.375,0
"3767",8395,"Silapathar Collge. P.O. Silapathar-787058","State Government",0,1,7,21,12,14,0,0.333333333333333,0.857142857142857
"3769",8397,"Rangachachi College P.O. Majuli","State Government",0,1,14,40,3,4,0,0.35,0.75
"3770",8398,"Lakhimpur Commerce College. Lakhimpur","Local Body",0,1,8,33,5,8,0,0.242424242424242,0.625
"3772",8400,"College of Teacher Education P.O Golaghat","State Government",0,1,6,7,2,2,0,0.857142857142857,1
"3774",8402,"D.D.R. College P.O. Chabua-786184","State Government",0,1,10,28,3,3,0,0.357142857142857,1
"3775",8403,"CNB College P.O. Bokakhat- 785612","State Government",0,1,2,18,0,2,0,0.111111111111111,0
"3778",8405,"Demow College P.O. Demow- 785662","State Government",0,1,8,18,3,3,0,0.444444444444444,1
"3780",8406,"Jorhat Engineering College P.O. Jorhat-785007","State Government",1,1,11,58,0,25,1,0.189655172413793,0
"3782",8408,"Assam Medical College P.O. Dibrugarh- 786003","State Government",0,1,87,206,39,128,0,0.422330097087379,0.3046875
"3785",8410,"Naharkatiya College. Naharkatiya","State Government",0,1,8,31,7,9,0,0.258064516129032,0.777777777777778
"3789",8414,"Borpathar College P.O.Borpathar-785602","State Government",0,1,13,28,1,1,0,0.464285714285714,1
"3791",8415,"D.H.S.K. Commerce College P.O Dibrugarh-786001","State Government",0,1,7,22,10,12,0,0.318181818181818,0.833333333333333
"3795",8420,"MDKGirls College P.O. Dibrugarh --786001","State Government",0,1,30,43,6,6,0,0.697674418604651,1
"3796",8421,"Kakojan College P.O. Kakojan--785107","State Government",1,1,22,47,3,5,1,0.468085106382979,0.6
"3797",8422,"Dr. R. K. B. Law College Dibruharh","Private Un-Aided",1,1,3,4,3,8,1,0.75,0.375
"3801",8425,"Doom Dooma College P.O. Rupaisiding-786153","State Government",0,1,26,52,7,7,0,0.5,1
"3802",8426,"Amguri College P.O. Amguri-785680","State Government",1,1,10,19,5,10,1,0.526315789473684,0.5
"3809",8430,"Lakhimpur Post Graduate Training College . Lakhimpur","Private Aided",0,1,5,7,0,1,0,0.714285714285714,0
"3813",8434,"Namrup College P.O.Namrup-786623","State Government",0,1,13,28,11,13,0,0.464285714285714,0.846153846153846
"3814",8436,"J.H.N.S. College P.O.Jahinji-785683","State Government",0,1,10,36,3,3,0,0.277777777777778,1
"3817",8438,"Tinsukia Commerce College P.O.Tinsukia-786125","State Government",0,1,3,9,6,14,0,0.333333333333333,0.428571428571429
"3819",8440,"U.M.K.College P.O. Ratanpur-Miri","State Government",0,1,2,14,1,2,0,0.142857142857143,0.5
"3820",8441,"PG Training College P.O. Jorhat -785001","State Government",0,1,2,6,2,4,0,0.333333333333333,0.5
"3822",8443,"Sibsagar Commerce College P.O. Sibsagar-- 785640","State Government",0,1,5,19,9,14,0,0.263157894736842,0.642857142857143
"3827",8446,"Sarupathar College P.O. Sarupathar-785601","State Government",0,1,9,29,8,12,0,0.310344827586207,0.666666666666667
"3833",8450,"Asom Sattriya Sangit Mahavidyalaya. Jorhat","Local Body",0,1,4,7,3,6,0,0.571428571428571,0.5
"3840",8454,"Tinsukia College P.O. Tinsukia-786125","State Government",0,1,26,64,13,22,0,0.40625,0.590909090909091
"3843",8456,"Dhemaji Commerce College P.O. Dhemaji-787057","State Government",0,1,10,37,1,5,0,0.27027027027027,0.2
"3844",8457,"D.H.S.K. Law College P.O.Dibrugarh--786001","Private Un-Aided",1,1,1,4,0,4,1,0.25,0
"3848",8461,"L.T. K College P.O. Azad-787001","State Government",0,1,12,25,10,21,0,0.48,0.476190476190476
"3852",8463,"Golaghat Pubanchalik College. Hatiyekhowa Golaghat","Private Un-Aided",1,1,7,7,1,1,1,1,1
"3857",8467,"Nandalal Borghoain City College P.O.Dibrugarh","University",0,1,8,13,14,17,0,0.615384615384615,0.823529411764706
"3858",8468,"Womens College Tinsukia P.O. Tinsukia-786125","State Government",0,1,14,21,13,18,0,0.666666666666667,0.722222222222222
"3867",8475,"Jorhat Institue of Science and Technology P.O. Chenijan-785010","State Government",0,1,9,30,9,17,0,0.3,0.529411764705882
"3872",8479,"Lakhimpur Girls College P.O.Lakhimpur- 787001","State Government",0,1,20,48,14,16,0,0.416666666666667,0.875
"3879",8485,"Digboi College P.O. Digboi-786171","State Government",0,1,18,61,3,7,0,0.295081967213115,0.428571428571429
"3883",8488,"Murkong Selek College P.O. Jonai-- 787060","State Government",0,1,4,16,4,11,0,0.25,0.363636363636364
"3884",8490,"North Lakhimpur College P.O. Lakhimpur-787001","State Government",0,1,17,63,19,36,0,0.26984126984127,0.527777777777778
"3892",8497,"J.B. College P.O. Jorhat-785001","State Government",0,1,42,92,3,11,0,0.456521739130435,0.272727272727273
"3894",8500,"Nazira College P.O. Nazira-785685","State Government",0,1,12,28,7,12,0,0.428571428571429,0.583333333333333
"3899",8504,"S.M.D. Charing P.O. Charing-- 785661","Local Body",0,1,7,25,1,3,0,0.28,0.333333333333333
"3900",8505,"Dibru College,Bairagimoth P.O Dibrugarh-786001","State Government",0,1,29,57,24,33,0,0.508771929824561,0.727272727272727
