"Application
Number",State,Region,inst,Program,Shift,P / F Time,"Level of
Course",Course,"Approved
Intake 15-
16",NRI Approved,PIO Approved,University Name
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,BIOTECHNOLOGY,18,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,18,NA,NA,Anna University Chennai
1-2449912182 ,Tamil Nadu,Southern ,BANNARI AMMAN INSTITUTE OF TECHNOLOGY ,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,24,NA ,NA ,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,EMBEDDED SYSTEMS,24,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,ENGINEERING DESIGN,18,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,INDUSTRIAL AUTOMATION AND ROBOTICS,18,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,INDUSTRIAL SAFETY & ENGINEERING,18,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,INSTRUMENTATION ENGINEERING,18,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,SOFTWARE ENGINEERING,24,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,STRUCTURAL ENGINEERING,18,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,24,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AERONAUTICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AGRICULTURAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,AUTOMOBILE ENGINEERING,60,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,BIOTECHNOLOGY,120,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,120,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,240,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,240,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & INSTRUMENTATION ENGINEERING,120,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,FASHION TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2449912182 ,Tamil Nadu,Southern ,BANNARI AMMAN INSTITUTE OF TECHNOLOGY ,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME ,UNDER GRADUATE ,INFORMATION TECHNOLOGY ,120,NA ,NA ,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,240,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHATRONICS,120,NA,NA,Anna University Chennai
1-2449912182,Tamil Nadu,Southern,BANNARI AMMAN INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,TEXTILE TECHNOLOGY,60,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,24,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,24,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,VLSI DESIGN,30,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,120,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,NA,NA,Anna University Chennai
1-2449914137,Tamil Nadu,Southern,SASURIE ACADEMY OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2449914984,Tamil Nadu,Southern,UNNAMALAI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2449914984,Tamil Nadu,Southern,UNNAMALAI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2449914984,Tamil Nadu,Southern,UNNAMALAI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2449914984,Tamil Nadu,Southern,UNNAMALAI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Anna University Chennai
1-2449914984,Tamil Nadu,Southern,UNNAMALAI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2449915459,Tamil Nadu,Southern,SRI VENKATESHWARA INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2449915459,Tamil Nadu,Southern,SRI VENKATESHWARA INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2449915459,Tamil Nadu,Southern,SRI VENKATESHWARA INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2449915459,Tamil Nadu,Southern,SRI VENKATESHWARA INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Anna University Chennai
1-2449915459,Tamil Nadu,Southern,SRI VENKATESHWARA INSTITUTE OF ENGINEERING,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2449915806,Tamil Nadu,Southern,SANKAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449915806,Tamil Nadu,Southern,SANKAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449915806,Tamil Nadu,Southern,SANKAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449915806,Tamil Nadu,Southern,SANKAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449915806,Tamil Nadu,Southern,SANKAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449915806,Tamil Nadu,Southern,SANKAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449915806,Tamil Nadu,Southern,SANKAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449915806,Tamil Nadu,Southern,SANKAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST DIPLOMA,COMPUTER APPLICATIONS,20,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916287,Tamil Nadu,Southern,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916287,Tamil Nadu,Southern,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916287,Tamil Nadu,Southern,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916287,Tamil Nadu,Southern,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916287,Tamil Nadu,Southern,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,40,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384 ,Tamil Nadu,Southern ,NACHIMUTHU POLYTECHNIC COLLEGE ,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA ,AUTOMOBILE ENGINEERING,60,NA ,NA ,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,30,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,COMPUTER ENGINEERING,30,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,40,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,40,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS & COMMUNICATION ENGG,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,INSTRUMENTATION AND CONTROL ENGINEERING,30,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,40,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,MECHANICAL ENGINEERING (SANDWICH),30,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,PRINTING TECHNOLOGY,30,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,REFRIGERATOR AND AIR CONDITIONING,30,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,TEXTILE TECHNOLOGY,40,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST DIPLOMA,AUTOMOBILE ENGINEERING,20,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,PART TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449916384,Tamil Nadu,Southern,NACHIMUTHU POLYTECHNIC COLLEGE,ENGINEERING AND TECHNOLOGY,1st Shift,PART TIME,DIPLOMA,MECHANICAL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION SYSTEMS,18,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,ENGINEERING DESIGN,18,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,STRUCTURAL ENGINEERING,18,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,40,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,120,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,PART TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Anna University Chennai
1-2449918002,Tamil Nadu,Southern,GOVERNMENT COLLEGE OF ENGINEERING TIRUNELVELI,ENGINEERING AND TECHNOLOGY,1st Shift,PART TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,60,NA,NA,Anna University Chennai
1-2449918476,Tamil Nadu,Southern,MUSIRI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,AUTOMOBILE ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449918476,Tamil Nadu,Southern,MUSIRI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,CIVIL ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449918476,Tamil Nadu,Southern,MUSIRI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRICAL AND ELECTRONICS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449918476,Tamil Nadu,Southern,MUSIRI INSTITUTE OF TECHNOLOGY,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,DIPLOMA,ELECTRONICS AND COMMUNICATIONS ENGINEERING,60,NA,NA,Directorate of Technical Education Tamilnadu
1-2449918476 ,Tamil Nadu,Southern ,MUSIRI INSTITUTE OF TECHNOLOGY ,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME ,DIPLOMA ,MECHANICAL ENGINEERING ,180,NA ,NA ,Directorate of Technical Education Tamilnadu
1-2449918884,Tamil Nadu,Southern,VEL TECH,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,CIVIL ENGINEERING,60,NA,NA,Anna University Chennai
1-2449918884,Tamil Nadu,Southern,VEL TECH,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,NA,NA,Anna University Chennai
1-2449918884,Tamil Nadu,Southern,VEL TECH,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,120,NA,NA,Anna University Chennai
1-2449918884,Tamil Nadu,Southern,VEL TECH,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,UNDER GRADUATE,MECHANICAL ENGINEERING,120,NA,NA,Anna University Chennai
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,AUTOMOTIVE ENGINEERING,24,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,AUTOMOTIVE SYSTEMS,24,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,BIOMEDICAL ENGINEERING,18,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMMUNICATION ENGINEERING AND SIGNAL PROCESSING,24,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER ENGINEERING AND NETWORKING,25,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,24,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,COMPUTER VISION AND IMAGE PROCESSING,25,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,CYBER SECURITY,18,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
1-2449920071,Tamil Nadu,Southern,AMRITA VISWA VIDYAPEETHAM,ENGINEERING AND TECHNOLOGY,1st Shift,FULL TIME,POST GRADUATE,EMBEDDED SYSTEMS,24,NA,NA,Amrita Vishwa Vidyapeetham Coimbatore
